age,workclass,education,gender,hours-per-week,occupation,income
45, Private, Bachelors, Male,40, Prof-specialty, <=50K
38, Private, 9th, Male,40, Adm-clerical, <=50K
60, State-gov, Prof-school, Male,40, Prof-specialty, >50K
70, Self-emp-not-inc, Masters, Male,40, Exec-managerial, <=50K
21, Private, Some-college, Female,30, Other-service, <=50K
57, Private, HS-grad, Female,40, Adm-clerical, <=50K
33, Private, HS-grad, Male,48, Machine-op-inspct, <=50K
37, Private, HS-grad, Male,50, Craft-repair, <=50K
50, Self-emp-not-inc, Prof-school, Male,50, Exec-managerial, >50K
68, Private, Some-college, Male,55, Sales, >50K
28, Private, 11th, Female,40, Adm-clerical, <=50K
32, Private, Some-college, Male,40, Craft-repair, <=50K
30, Private, Prof-school, Male,50, Prof-specialty, >50K
18, Private, 11th, Male,30, Handlers-cleaners, <=50K
45, Private, Some-college, Female,20, Prof-specialty, <=50K
22, Private, HS-grad, Female,40, Adm-clerical, <=50K
38, Private, Bachelors, Female,8, Machine-op-inspct, <=50K
37, Private, Assoc-voc, Female,40, Prof-specialty, <=50K
23, Private, Bachelors, Male,40, Farming-fishing, <=50K
59, Private, 7th-8th, Male,40, Craft-repair, <=50K
48, Self-emp-inc, Prof-school, Male,40, Prof-specialty, >50K
53, Self-emp-inc, Some-college, Male,50, Exec-managerial, >50K
18, Private, HS-grad, Male,25, Adm-clerical, <=50K
30, Private, Bachelors, Female,40, Sales, <=50K
50, Private, Some-college, Male,45, Sales, >50K
63, ?, 11th, Male,40, ?, <=50K
38, Self-emp-not-inc, HS-grad, Male,40, Craft-repair, <=50K
48, Private, 9th, Female,40, Sales, <=50K
60, Private, HS-grad, Male,40, Craft-repair, <=50K
46, Private, HS-grad, Female,50, Handlers-cleaners, <=50K
30, ?, HS-grad, Male,30, ?, <=50K
39, Private, Bachelors, Male,60, Sales, >50K
55, Local-gov, Some-college, Male,40, Prof-specialty, >50K
17, Private, 11th, Male,15, Sales, <=50K
46, Private, Bachelors, Male,55, Sales, >50K
50, Private, HS-grad, Female,65, Sales, <=50K
32, Private, Bachelors, Male,30, Protective-serv, <=50K
18, Private, HS-grad, Female,40, Other-service, <=50K
34, Private, HS-grad, Male,40, Other-service, <=50K
50, Private, Bachelors, Male,45, Prof-specialty, >50K
32, Private, 11th, Male,55, Exec-managerial, <=50K
23, Local-gov, Bachelors, Female,40, Prof-specialty, <=50K
26, Private, Bachelors, Male,50, Prof-specialty, <=50K
46, Private, Assoc-acdm, Female,50, Prof-specialty, <=50K
43, Self-emp-inc, Some-college, Male,55, Sales, <=50K
32, Private, HS-grad, Male,60, Transport-moving, >50K
37, State-gov, Assoc-acdm, Female,38, Prof-specialty, <=50K
48, Private, Some-college, Male,45, Transport-moving, >50K
28, Private, Bachelors, Male,40, Adm-clerical, <=50K
43, Private, HS-grad, Male,40, Machine-op-inspct, <=50K
51, Local-gov, 10th, Female,24, Other-service, <=50K
30, Private, HS-grad, Male,50, Machine-op-inspct, <=50K
34, State-gov, Masters, Male,50, Prof-specialty, >50K
34, Private, HS-grad, Male,40, Craft-repair, <=50K
41, Private, Bachelors, Male,60, Exec-managerial, >50K
53, Private, 10th, Female,48, Adm-clerical, <=50K
42, Private, Preschool, Male,40, Craft-repair, <=50K
18, Private, HS-grad, Female,30, Other-service, <=50K
81, Private, Bachelors, Male,50, Sales, >50K
40, Private, Assoc-voc, Male,40, Prof-specialty, <=50K
26, Private, Bachelors, Female,35, Tech-support, <=50K
20, Private, Some-college, Female,15, Tech-support, <=50K
41, Private, HS-grad, Female,50, Sales, <=50K
49, State-gov, Masters, Male,45, Prof-specialty, >50K
22, Private, Some-college, Female,20, Other-service, <=50K
46, Private, Bachelors, Male,45, Prof-specialty, >50K
56, Private, Some-college, Female,40, Exec-managerial, <=50K
35, Private, HS-grad, Female,40, Exec-managerial, >50K
34, Private, Bachelors, Female,35, Exec-managerial, <=50K
29, Local-gov, Masters, Female,40, Prof-specialty, >50K
28, Private, 12th, Male,45, Prof-specialty, <=50K
35, Private, Bachelors, Male,37, Other-service, <=50K
29, Private, Some-college, Male,40, Exec-managerial, <=50K
21, Private, Some-college, Female,30, Adm-clerical, <=50K
52, Self-emp-not-inc, Some-college, Male,95, Exec-managerial, >50K
45, Private, HS-grad, Male,40, Craft-repair, <=50K
43, Private, HS-grad, Male,40, Craft-repair, <=50K
35, ?, HS-grad, Female,25, ?, <=50K
21, ?, Some-college, Male,20, ?, <=50K
35, Private, 10th, Male,40, Other-service, <=50K
30, Private, HS-grad, Male,40, Adm-clerical, <=50K
45, Private, HS-grad, Female,40, Machine-op-inspct, <=50K
29, Private, Some-college, Female,20, Other-service, <=50K
29, State-gov, 10th, Female,40, Other-service, <=50K
33, Private, Bachelors, Female,40, Exec-managerial, <=50K
17, Private, 10th, Male,15, Other-service, <=50K
52, Private, HS-grad, Female,25, Sales, <=50K
24, Private, Some-college, Female,35, Adm-clerical, <=50K
32, State-gov, HS-grad, Male,40, Transport-moving, >50K
40, Private, Bachelors, Female,48, Exec-managerial, <=50K
32, Private, HS-grad, Male,40, Exec-managerial, <=50K
33, Private, Bachelors, Female,40, Sales, <=50K
30, Private, 7th-8th, Male,38, Craft-repair, <=50K
28, Private, HS-grad, Male,40, Adm-clerical, <=50K
62, Without-pay, Assoc-acdm, Male,50, Farming-fishing, <=50K
46, Local-gov, Bachelors, Male,40, Protective-serv, >50K
32, Private, Assoc-voc, Female,64, Tech-support, <=50K
26, Private, HS-grad, Male,40, Craft-repair, >50K
41, Self-emp-inc, Bachelors, Male,40, Prof-specialty, >50K
57, Federal-gov, Some-college, Male,40, Adm-clerical, >50K
52, Private, Some-college, Male,45, Sales, >50K
35, Self-emp-not-inc, Bachelors, Male,50, Exec-managerial, >50K
19, Private, HS-grad, Male,16, Handlers-cleaners, <=50K
49, Private, Bachelors, Male,45, Exec-managerial, >50K
47, Private, Assoc-voc, Male,60, Craft-repair, >50K
38, Private, 11th, Female,32, Adm-clerical, <=50K
30, Private, HS-grad, Male,40, Machine-op-inspct, <=50K
32, Private, 11th, Male,40, Handlers-cleaners, <=50K
32, Private, HS-grad, Female,50, Exec-managerial, >50K
46, Private, Assoc-voc, Female,40, Exec-managerial, <=50K
22, Private, HS-grad, Male,50, Farming-fishing, <=50K
47, Local-gov, Some-college, Male,50, Protective-serv, <=50K
57, Self-emp-not-inc, Some-college, Female,25, Sales, >50K
47, Private, Some-college, Female,40, Adm-clerical, <=50K
41, Private, Bachelors, Male,56, Prof-specialty, >50K
36, Local-gov, HS-grad, Male,40, Transport-moving, <=50K
32, Private, Bachelors, Male,60, Farming-fishing, <=50K
37, Private, 11th, Male,40, Other-service, <=50K
36, Self-emp-inc, HS-grad, Male,45, Farming-fishing, <=50K
64, Private, HS-grad, Male,40, Craft-repair, <=50K
17, Private, 10th, Male,15, Other-service, <=50K
23, Private, Some-college, Female,15, Adm-clerical, <=50K
40, Private, Some-college, Female,40, Adm-clerical, <=50K
42, State-gov, Bachelors, Male,50, Exec-managerial, >50K
37, Self-emp-not-inc, HS-grad, Male,42, Other-service, <=50K
35, Federal-gov, Some-college, Female,40, Handlers-cleaners, <=50K
56, Self-emp-not-inc, HS-grad, Male,50, Other-service, <=50K
52, Private, Bachelors, Male,40, Craft-repair, <=50K
37, Local-gov, Bachelors, Male,45, Tech-support, >50K
48, State-gov, Doctorate, Male,65, Prof-specialty, >50K
24, Private, HS-grad, Female,40, Other-service, <=50K
33, Private, Assoc-voc, Male,40, Craft-repair, <=50K
39, Private, Assoc-voc, Male,40, Tech-support, <=50K
34, Private, HS-grad, Male,42, Adm-clerical, <=50K
24, ?, Bachelors, Female,40, ?, <=50K
23, Private, Some-college, Male,24, Exec-managerial, <=50K
49, Private, HS-grad, Male,65, Sales, >50K
18, Private, HS-grad, Male,25, Other-service, <=50K
20, Private, 12th, Male,40, Machine-op-inspct, <=50K
54, Private, Masters, Male,55, Sales, >50K
19, Private, Some-college, Male,40, Adm-clerical, <=50K
53, Private, HS-grad, Male,46, Craft-repair, >50K
34, ?, 12th, Female,40, ?, <=50K
28, Private, HS-grad, Male,40, Craft-repair, <=50K
35, Private, HS-grad, Male,40, Machine-op-inspct, <=50K
20, Private, Some-college, Female,20, Sales, <=50K
31, Private, Some-college, Female,50, Adm-clerical, <=50K
37, Private, Doctorate, Female,40, Prof-specialty, <=50K
64, Private, 12th, Male,40, Craft-repair, <=50K
42, Private, Some-college, Male,40, Tech-support, >50K
27, Private, Some-college, Male,50, Sales, <=50K
36, Self-emp-not-inc, Some-college, Female,50, Other-service, <=50K
36, Private, Some-college, Male,40, Craft-repair, >50K
23, Private, HS-grad, Male,40, Handlers-cleaners, <=50K
46, Private, HS-grad, Male,40, Craft-repair, <=50K
24, Private, 11th, Male,35, Craft-repair, <=50K
22, Private, HS-grad, Female,40, Adm-clerical, <=50K
62, Private, Bachelors, Male,40, Exec-managerial, >50K
19, Private, HS-grad, Male,40, Other-service, <=50K
20, Private, HS-grad, Male,30, Other-service, <=50K
47, Private, Masters, Male,40, Exec-managerial, >50K
57, Private, HS-grad, Female,40, Adm-clerical, <=50K
19, Private, HS-grad, Male,35, Machine-op-inspct, <=50K
37, Local-gov, Masters, Female,45, Prof-specialty, >50K
35, Self-emp-inc, HS-grad, Male,65, Sales, >50K
17, Private, 12th, Female,20, Sales, <=50K
36, Local-gov, Some-college, Female,35, Adm-clerical, <=50K
50, Private, Some-college, Male,40, Transport-moving, >50K
35, Private, HS-grad, Female,35, Prof-specialty, <=50K
27, State-gov, Doctorate, Male,77, Prof-specialty, <=50K
28, Private, HS-grad, Male,30, Craft-repair, <=50K
29, Self-emp-not-inc, Prof-school, Male,60, Prof-specialty, >50K
25, Private, HS-grad, Male,40, Craft-repair, <=50K
47, Self-emp-inc, Assoc-acdm, Female,67, Exec-managerial, <=50K
29, State-gov, Masters, Female,45, Prof-specialty, >50K
19, Private, HS-grad, Female,40, Adm-clerical, <=50K
49, Private, Some-college, Male,40, Transport-moving, <=50K
31, Private, Prof-school, Male,25, Prof-specialty, >50K
43, Federal-gov, Assoc-acdm, Female,40, Prof-specialty, <=50K
56, Self-emp-not-inc, 11th, Male,40, Craft-repair, <=50K
42, Private, HS-grad, Female,40, Craft-repair, <=50K
45, Federal-gov, Some-college, Male,56, Prof-specialty, >50K
40, Private, Bachelors, Female,40, Exec-managerial, <=50K
44, Private, Some-college, Female,38, Adm-clerical, <=50K
17, ?, 10th, Female,20, ?, <=50K
36, Private, HS-grad, Female,40, Adm-clerical, <=50K
19, Private, Some-college, Female,20, Sales, <=50K
53, Local-gov, HS-grad, Female,40, Adm-clerical, >50K
72, Self-emp-not-inc, Some-college, Male,35, Craft-repair, <=50K
46, Private, Assoc-voc, Male,60, Transport-moving, <=50K
33, Private, Some-college, Female,37, Prof-specialty, <=50K
22, Private, 9th, Male,40, Handlers-cleaners, <=50K
17, ?, 11th, Female,25, ?, <=50K
41, Private, HS-grad, Male,45, Tech-support, >50K
46, Private, 9th, Male,43, Machine-op-inspct, <=50K
33, Private, HS-grad, Female,20, Sales, <=50K
32, Private, Preschool, Male,40, Machine-op-inspct, <=50K
52, Self-emp-not-inc, HS-grad, Male,40, Craft-repair, <=50K
27, Private, HS-grad, Female,40, Adm-clerical, <=50K
48, State-gov, HS-grad, Male,72, Protective-serv, >50K
22, Private, Some-college, Female,35, Adm-clerical, <=50K
25, Private, HS-grad, Male,50, Other-service, <=50K
60, ?, HS-grad, Male,42, ?, <=50K
38, Private, Assoc-voc, Male,40, Sales, <=50K
37, Private, HS-grad, Male,50, Transport-moving, <=50K
49, Private, Some-college, Female,40, Adm-clerical, <=50K
40, Self-emp-not-inc, Bachelors, Male,30, Craft-repair, <=50K
48, Private, HS-grad, Male,46, Machine-op-inspct, >50K
31, Private, Some-college, Female,40, Adm-clerical, <=50K
40, Self-emp-not-inc, HS-grad, Male,45, Other-service, <=50K
25, Private, HS-grad, Female,37, Sales, <=50K
68, Private, Bachelors, Male,45, Exec-managerial, >50K
18, ?, HS-grad, Female,20, ?, <=50K
19, Private, 12th, Female,30, Farming-fishing, <=50K
35, Self-emp-inc, HS-grad, Male,60, Transport-moving, <=50K
28, Private, HS-grad, Female,50, Adm-clerical, <=50K
53, Private, HS-grad, Female,40, Sales, <=50K
33, Private, Some-college, Male,41, Transport-moving, <=50K
20, Private, HS-grad, Male,40, Handlers-cleaners, <=50K
45, Self-emp-not-inc, Bachelors, Female,35, Sales, <=50K
36, Private, Bachelors, Male,50, Exec-managerial, >50K
34, Private, Some-college, Male,45, Exec-managerial, <=50K
32, Private, Some-college, Female,40, Adm-clerical, <=50K
19, Private, Some-college, Male,25, Transport-moving, <=50K
24, Private, HS-grad, Female,40, Adm-clerical, <=50K
34, Private, Some-college, Male,40, Machine-op-inspct, >50K
32, Private, HS-grad, Female,35, Adm-clerical, <=50K
37, Private, HS-grad, Male,45, Craft-repair, >50K
31, Private, Some-college, Female,40, Sales, <=50K
21, Private, Some-college, Female,35, Other-service, <=50K
47, Private, HS-grad, Male,85, Transport-moving, >50K
23, Private, Some-college, Male,40, Craft-repair, <=50K
33, Private, Masters, Male,40, Exec-managerial, >50K
60, ?, Bachelors, Male,25, ?, <=50K
17, Private, HS-grad, Male,20, Adm-clerical, <=50K
67, Private, HS-grad, Male,24, Handlers-cleaners, <=50K
57, Private, Masters, Male,55, Prof-specialty, >50K
17, Private, 11th, Male,20, Handlers-cleaners, <=50K
53, Private, HS-grad, Male,40, Craft-repair, <=50K
25, Self-emp-not-inc, Some-college, Male,50, Craft-repair, >50K
24, State-gov, HS-grad, Male,49, Transport-moving, >50K
48, Self-emp-not-inc, Some-college, Male,40, Transport-moving, <=50K
51, Private, Masters, Male,47, Exec-managerial, >50K
38, Private, HS-grad, Male,40, Protective-serv, <=50K
51, Private, HS-grad, Male,46, Prof-specialty, >50K
18, Private, HS-grad, Female,10, Tech-support, <=50K
23, Private, Some-college, Female,40, Sales, <=50K
42, Private, Some-college, Male,60, Craft-repair, >50K
34, Private, HS-grad, Female,35, Other-service, <=50K
39, Private, HS-grad, Male,40, Machine-op-inspct, <=50K
20, ?, HS-grad, Male,12, ?, <=50K
39, Private, Some-college, Female,40, Other-service, <=50K
21, Self-emp-not-inc, Some-college, Male,40, Farming-fishing, <=50K
26, Private, 7th-8th, Male,40, Craft-repair, <=50K
54, Federal-gov, Some-college, Male,40, Craft-repair, <=50K
34, Private, Some-college, Female,40, Sales, <=50K
32, State-gov, HS-grad, Male,40, Transport-moving, <=50K
59, Self-emp-not-inc, 7th-8th, Male,40, Transport-moving, <=50K
24, ?, 11th, Female,24, ?, <=50K
54, Private, Bachelors, Female,40, Sales, <=50K
54, Private, Bachelors, Male,40, Exec-managerial, <=50K
67, Private, HS-grad, Female,18, Sales, <=50K
33, Private, HS-grad, Male,60, Prof-specialty, <=50K
37, Private, HS-grad, Female,40, Adm-clerical, <=50K
47, Private, Bachelors, Female,25, Other-service, <=50K
51, Private, HS-grad, Female,40, Other-service, <=50K
45, Private, HS-grad, Male,40, Transport-moving, <=50K
19, Private, HS-grad, Female,30, Other-service, <=50K
58, Self-emp-inc, Doctorate, Male,24, Prof-specialty, >50K
27, Private, HS-grad, Male,40, Craft-repair, <=50K
36, Private, Some-college, Female,40, Other-service, <=50K
20, ?, Assoc-acdm, Male,40, ?, <=50K
51, Private, HS-grad, Female,40, Adm-clerical, <=50K
45, Self-emp-not-inc, Masters, Female,60, Prof-specialty, <=50K
32, Private, HS-grad, Male,40, Adm-clerical, <=50K
59, Private, HS-grad, Female,40, Other-service, <=50K
45, Self-emp-not-inc, Bachelors, Male,40, Prof-specialty, >50K
43, ?, HS-grad, Male,40, ?, <=50K
54, Private, 10th, Male,68, Prof-specialty, >50K
20, ?, Some-college, Female,32, ?, <=50K
29, Local-gov, Bachelors, Female,42, Prof-specialty, <=50K
28, Private, 11th, Female,40, Other-service, <=50K
18, Self-emp-not-inc, 11th, Female,40, Sales, <=50K
49, Private, Bachelors, Female,50, Prof-specialty, <=50K
46, Private, HS-grad, Male,30, Craft-repair, <=50K
58, ?, HS-grad, Male,30, ?, <=50K
56, Private, Bachelors, Female,45, Prof-specialty, <=50K
41, Private, Assoc-acdm, Female,50, Exec-managerial, <=50K
50, Self-emp-inc, Prof-school, Male,60, Prof-specialty, >50K
74, Self-emp-not-inc, Some-college, Male,35, Prof-specialty, <=50K
30, Private, HS-grad, Male,40, Exec-managerial, <=50K
62, Private, HS-grad, Female,40, Craft-repair, <=50K
19, Private, HS-grad, Female,40, Machine-op-inspct, <=50K
29, Private, HS-grad, Female,40, Adm-clerical, <=50K
20, ?, Some-college, Female,40, ?, <=50K
36, Private, 7th-8th, Male,35, Farming-fishing, <=50K
36, Private, HS-grad, Male,40, Other-service, <=50K
51, Local-gov, Assoc-acdm, Female,30, Adm-clerical, <=50K
37, Self-emp-not-inc, Some-college, Male,50, Exec-managerial, >50K
29, Self-emp-not-inc, HS-grad, Male,40, Craft-repair, <=50K
17, Private, 10th, Male,20, Handlers-cleaners, <=50K
18, Private, HS-grad, Female,20, Adm-clerical, <=50K
40, Self-emp-inc, Bachelors, Male,40, Prof-specialty, <=50K
26, Self-emp-inc, Bachelors, Female,40, Adm-clerical, <=50K
42, Self-emp-not-inc, Some-college, Male,45, Craft-repair, <=50K
32, Private, HS-grad, Male,40, Craft-repair, <=50K
33, Private, 9th, Male,40, Transport-moving, <=50K
28, ?, Some-college, Female,40, ?, <=50K
43, Private, Bachelors, Male,40, Machine-op-inspct, >50K
47, Private, HS-grad, Male,40, Craft-repair, <=50K
37, Private, Some-college, Female,40, Tech-support, <=50K
73, ?, Bachelors, Male,10, ?, <=50K
37, Private, HS-grad, Male,30, Other-service, <=50K
50, Private, Some-college, Female,35, Adm-clerical, >50K
19, Private, HS-grad, Male,50, Sales, <=50K
32, Local-gov, Some-college, Male,40, Other-service, <=50K
44, Local-gov, Assoc-voc, Male,40, Tech-support, <=50K
20, Private, Some-college, Female,16, Other-service, <=50K
29, Private, Some-college, Female,40, Tech-support, <=50K
21, ?, Some-college, Female,40, ?, <=50K
34, Private, Assoc-voc, Female,40, Prof-specialty, <=50K
44, Local-gov, Bachelors, Male,52, Exec-managerial, <=50K
18, Private, 11th, Female,20, Other-service, <=50K
22, Private, Some-college, Female,40, Tech-support, <=50K
39, State-gov, Doctorate, Female,40, Prof-specialty, >50K
26, Local-gov, Some-college, Male,40, Protective-serv, <=50K
29, ?, Bachelors, Male,25, ?, <=50K
21, Private, Some-college, Male,40, Other-service, <=50K
49, Local-gov, Bachelors, Male,50, Prof-specialty, <=50K
24, Private, Assoc-acdm, Male,20, Machine-op-inspct, <=50K
26, Private, Bachelors, Male,60, Exec-managerial, <=50K
25, Private, Some-college, Male,60, Protective-serv, <=50K
30, Private, Assoc-acdm, Male,40, Prof-specialty, <=50K
52, Private, Bachelors, Male,38, Prof-specialty, >50K
30, Private, HS-grad, Male,40, Craft-repair, <=50K
20, Private, HS-grad, Male,40, Adm-clerical, <=50K
31, Private, HS-grad, Male,40, Handlers-cleaners, <=50K
44, Private, Bachelors, Male,40, Exec-managerial, >50K
46, Self-emp-inc, Some-college, Male,60, Sales, >50K
31, Private, HS-grad, Female,40, Farming-fishing, <=50K
57, Private, 7th-8th, Female,10, Other-service, <=50K
58, Private, HS-grad, Male,40, Craft-repair, <=50K
41, Private, HS-grad, Male,40, Craft-repair, <=50K
23, Private, HS-grad, Female,40, Adm-clerical, <=50K
47, Private, HS-grad, Female,40, Other-service, <=50K
72, Self-emp-not-inc, Prof-school, Male,28, Prof-specialty, >50K
26, Self-emp-not-inc, Bachelors, Male,38, Exec-managerial, <=50K
45, Federal-gov, Some-college, Male,40, Adm-clerical, <=50K
48, Private, Prof-school, Male,50, Exec-managerial, >50K
23, Private, Some-college, Male,40, Handlers-cleaners, <=50K
20, Local-gov, HS-grad, Female,40, Other-service, <=50K
18, Private, 11th, Male,15, Other-service, <=50K
27, Private, Bachelors, Female,40, Exec-managerial, <=50K
25, Private, HS-grad, Male,35, Handlers-cleaners, <=50K
45, Private, HS-grad, Female,30, Priv-house-serv, <=50K
53, Private, Some-college, Female,40, Exec-managerial, <=50K
54, Private, Some-college, Male,45, Craft-repair, >50K
41, Private, HS-grad, Male,40, Sales, >50K
23, Private, 9th, Male,35, Machine-op-inspct, <=50K
17, Private, 10th, Male,18, Other-service, <=50K
42, Private, HS-grad, Male,40, Craft-repair, <=50K
61, Private, 12th, Male,40, Prof-specialty, <=50K
57, Private, Some-college, Female,38, Adm-clerical, >50K
21, State-gov, Some-college, Male,35, Craft-repair, <=50K
44, Private, Some-college, Male,40, Sales, >50K
48, Private, Assoc-acdm, Male,44, Other-service, <=50K
46, Private, Prof-school, Male,48, Farming-fishing, <=50K
37, Self-emp-not-inc, HS-grad, Male,86, Farming-fishing, <=50K
35, Private, HS-grad, Female,54, Exec-managerial, <=50K
27, Local-gov, Bachelors, Female,40, Transport-moving, <=50K
28, Private, Some-college, Male,40, Sales, <=50K
19, Private, HS-grad, Male,10, Handlers-cleaners, <=50K
63, Self-emp-not-inc, Bachelors, Male,50, Sales, >50K
69, ?, HS-grad, Female,40, ?, <=50K
69, ?, Assoc-acdm, Female,6, ?, <=50K
36, State-gov, Assoc-voc, Female,40, Protective-serv, <=50K
20, Private, 12th, Male,35, Other-service, <=50K
28, State-gov, Bachelors, Male,50, Protective-serv, <=50K
58, Private, HS-grad, Female,38, Sales, <=50K
48, Private, HS-grad, Male,40, Sales, <=50K
39, Private, Some-college, Female,56, Exec-managerial, <=50K
38, Private, HS-grad, Male,44, Craft-repair, <=50K
50, Local-gov, Assoc-acdm, Female,40, Prof-specialty, <=50K
35, Private, Bachelors, Female,40, Prof-specialty, <=50K
45, Self-emp-not-inc, Bachelors, Male,50, Exec-managerial, <=50K
38, Self-emp-inc, Some-college, Male,38, Craft-repair, <=50K
54, Private, Assoc-acdm, Female,55, Exec-managerial, >50K
42, Private, Bachelors, Female,12, Prof-specialty, <=50K
32, Private, 10th, Female,40, Craft-repair, <=50K
55, State-gov, Doctorate, Male,70, Prof-specialty, >50K
63, Private, Some-college, Male,30, Sales, <=50K
21, Private, 9th, Male,48, Machine-op-inspct, <=50K
62, ?, Masters, Male,30, ?, >50K
46, Local-gov, Bachelors, Male,40, Protective-serv, >50K
43, Private, Some-college, Female,40, Adm-clerical, <=50K
35, Self-emp-not-inc, HS-grad, Male,60, Exec-managerial, <=50K
37, Private, 9th, Male,40, Transport-moving, <=50K
51, Private, HS-grad, Female,45, Craft-repair, <=50K
45, Private, Bachelors, Male,72, Exec-managerial, >50K
19, Private, 12th, Male,20, Other-service, <=50K
61, ?, HS-grad, Male,40, ?, >50K
61, Private, 9th, Male,65, Exec-managerial, <=50K
21, Private, HS-grad, Female,40, Sales, <=50K
45, Private, HS-grad, Male,40, Transport-moving, <=50K
38, Private, Bachelors, Male,50, Exec-managerial, >50K
28, Private, Bachelors, Female,40, Prof-specialty, >50K
40, Local-gov, Bachelors, Male,35, Prof-specialty, <=50K
32, Private, HS-grad, Female,40, Machine-op-inspct, <=50K
55, Local-gov, Some-college, Female,35, Adm-clerical, <=50K
64, Private, HS-grad, Female,23, Prof-specialty, <=50K
34, Private, HS-grad, Male,40, Adm-clerical, <=50K
19, ?, Some-college, Male,60, ?, <=50K
58, Private, Some-college, Female,40, Other-service, <=50K
46, Private, Assoc-acdm, Male,55, Craft-repair, <=50K
44, Private, Assoc-voc, Male,40, Exec-managerial, <=50K
31, Private, Some-college, Female,40, Other-service, <=50K
31, Federal-gov, HS-grad, Female,40, Machine-op-inspct, <=50K
39, Private, Some-college, Female,45, Sales, >50K
19, Private, 12th, Female,18, Sales, <=50K
56, Private, HS-grad, Female,40, Other-service, <=50K
53, Local-gov, 9th, Male,40, Exec-managerial, <=50K
68, Private, Masters, Male,18, Prof-specialty, <=50K
69, Private, HS-grad, Female,18, Other-service, <=50K
62, Private, Some-college, Male,40, Sales, >50K
62, State-gov, HS-grad, Male,40, Other-service, <=50K
39, Private, HS-grad, Female,40, Other-service, <=50K
45, Federal-gov, Assoc-acdm, Male,40, Exec-managerial, <=50K
29, Private, Some-college, Male,50, Adm-clerical, <=50K
33, Private, Some-college, Male,40, Other-service, <=50K
34, Private, Some-college, Male,40, Machine-op-inspct, >50K
29, Private, HS-grad, Female,40, Machine-op-inspct, <=50K
65, Self-emp-inc, 11th, Male,35, Exec-managerial, >50K
18, Private, Some-college, Female,35, Sales, <=50K
22, Private, HS-grad, Male,40, Farming-fishing, <=50K
30, Private, Bachelors, Male,40, Adm-clerical, >50K
44, Private, Bachelors, Male,40, Machine-op-inspct, >50K
48, Private, Some-college, Female,20, Prof-specialty, <=50K
52, Federal-gov, HS-grad, Male,45, Adm-clerical, <=50K
53, Self-emp-not-inc, Bachelors, Male,20, Exec-managerial, >50K
48, Federal-gov, HS-grad, Female,40, Adm-clerical, <=50K
25, Private, Bachelors, Female,40, Adm-clerical, <=50K
41, Private, Bachelors, Male,50, Sales, >50K
37, Private, HS-grad, Male,40, Craft-repair, <=50K
55, Private, 10th, Male,45, Transport-moving, <=50K
67, Private, HS-grad, Female,38, Adm-clerical, <=50K
36, Private, Some-college, Male,45, Adm-clerical, <=50K
47, Private, HS-grad, Female,52, Sales, <=50K
36, ?, HS-grad, Female,40, ?, <=50K
25, Private, Bachelors, Female,16, Sales, <=50K
19, Private, 9th, Male,16, Farming-fishing, <=50K
24, Private, 7th-8th, Male,40, Machine-op-inspct, <=50K
30, Self-emp-not-inc, Some-college, Male,25, Sales, <=50K
17, Private, 11th, Male,16, Adm-clerical, <=50K
28, Private, Bachelors, Male,40, Adm-clerical, <=50K
34, Private, Assoc-voc, Male,45, Adm-clerical, <=50K
35, Private, Some-college, Male,46, Sales, <=50K
24, Local-gov, Some-college, Male,40, Protective-serv, <=50K
43, Private, HS-grad, Female,35, Adm-clerical, >50K
20, Private, HS-grad, Male,40, Machine-op-inspct, <=50K
55, Private, Masters, Male,40, Exec-managerial, >50K
22, Private, Some-college, Female,35, Adm-clerical, <=50K
20, Private, Some-college, Male,50, Other-service, <=50K
44, Private, HS-grad, Female,40, Other-service, <=50K
38, Private, Assoc-acdm, Male,40, Craft-repair, <=50K
53, Private, 9th, Female,25, Sales, <=50K
26, Private, Some-college, Male,48, Sales, <=50K
58, Private, Some-college, Male,40, Protective-serv, >50K
23, Private, HS-grad, Male,40, Exec-managerial, <=50K
53, Private, 1st-4th, Male,50, Transport-moving, <=50K
35, Private, HS-grad, Male,40, Craft-repair, <=50K
41, Self-emp-inc, HS-grad, Male,62, Sales, <=50K
31, Private, HS-grad, Male,40, Machine-op-inspct, <=50K
50, Private, HS-grad, Female,40, Prof-specialty, <=50K
57, Private, 9th, Male,55, Sales, >50K
25, Private, 11th, Male,40, Tech-support, <=50K
23, Private, HS-grad, Male,40, Machine-op-inspct, <=50K
48, Private, Bachelors, Male,50, Exec-managerial, <=50K
34, Private, Some-college, Female,60, Sales, <=50K
37, Private, Some-college, Male,40, Craft-repair, <=50K
43, Self-emp-inc, Bachelors, Male,45, Sales, <=50K
20, Private, Some-college, Male,20, Sales, <=50K
40, Local-gov, Bachelors, Male,75, Prof-specialty, >50K
27, Private, Some-college, Female,40, Adm-clerical, <=50K
35, Private, 10th, Male,40, Craft-repair, <=50K
33, Private, Bachelors, Female,40, Sales, <=50K
57, State-gov, Some-college, Female,40, Craft-repair, <=50K
43, Private, Assoc-acdm, Male,40, Tech-support, <=50K
40, Private, Assoc-acdm, Male,55, Exec-managerial, >50K
54, Private, Some-college, Male,55, Transport-moving, <=50K
28, Private, Some-college, Female,40, Adm-clerical, <=50K
32, Private, HS-grad, Male,40, Craft-repair, <=50K
49, Private, HS-grad, Male,50, Sales, >50K
